Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFinishedSF,HighQualFinishedSF,TotalBaths,OverallQual * TotalBaths,OverallQual * TotalSF,TotalBaths * TotalSF,OverallQual + OverallCond,BsmtQual + BsmtCond,GarageQual + GarageCond,ExterQual + ExterCond,Heating + HeatingQC,SaleType + SaleCondition,Neighborhood + Condition1 + Condition2,Neighborhood + BldgType
333,20,RL,85.0,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124,None,479,1603,3206,GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,3,880,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,284000,4835,3232,4835,3.0,24.0,38680,14505.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NridgHt+Norm+Norm,NridgHt+1Fam
334,120,RM,59.0,8198,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2,484,TA,TA,Y,192,30,0,0,0,0,None,None,None,0,7,2008,WD,Normal,207000,2716,2078,2716,3.0,21.0,19012,8148.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NridgHt+Norm+Norm,NridgHt+TwnhsE
335,60,RL,59.0,9042,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,943,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Y,100,38,0,0,0,0,None,None,None,0,7,2008,WD,Normal,192000,2581,2466,2581,3.5,21.0,15486,9033.5,6+5,Gd+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,Gilbert+Norm+Norm,Gilbert+1Fam
336,190,RL,85.0,164660,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Y,670,0,0,0,0,0,None,None,Shed,700,8,2008,WD,Normal,228950,3285,3182,3285,4.0,20.0,16425,13140.0,5+6,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Timber+Norm+Norm,Timber+2fmCon
337,20,RL,86.0,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,0,673,1922,GasA,Ex,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,676,TA,TA,Y,178,51,0,0,0,0,None,None,None,0,7,2007,WD,Normal,377426,3844,3171,3844,3.0,27.0,34596,11532.0,9+5,Ex+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,StoneBr+Norm+Norm,StoneBr+1Fam
338,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,1536,GasA,Ex,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2,532,TA,TA,Y,192,74,0,0,0,0,None,None,None,0,12,2008,WD,Normal,214000,3072,2346,3072,3.0,21.0,21504,9216.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
339,20,RL,91.0,14145,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,Unf,0,995,1208,GasA,Ex,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,None,Attchd,1984.0,RFn,2,440,TA,TA,Y,108,45,0,0,0,0,None,None,Shed,400,5,2006,WD,Normal,202500,2829,1834,2829,3.0,21.0,19803,8487.0,7+7,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NWAmes+Norm+Norm,NWAmes+1Fam
340,20,RL,66.0,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,0,630,1215,GasA,TA,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1958.0,Unf,1,297,TA,TA,Y,0,0,0,0,234,0,None,None,None,0,6,2009,WD,Normal,155000,2430,1800,2430,1.0,6.0,14580,2430.0,6+7,TA+Fa,TA+TA,TA+TA,GasA+TA,WD+Normal,NAmes+Feedr+Norm,NAmes+1Fam
341,60,RL,85.0,14191,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,967,967,GasA,Ex,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,None,Attchd,2002.0,Fin,2,431,TA,TA,Y,135,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,202900,2875,1908,2875,2.5,20.0,23000,7187.5,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Timber+Norm+Norm,Timber+1Fam
342,20,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,721,GasA,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,None,CarPort,1950.0,Unf,1,294,TA,TA,N,250,0,24,0,0,0,None,None,None,0,9,2009,WD,Normal,82000,1562,841,1562,1.0,4.0,6248,1562.0,4+4,TA+Fa,TA+TA,Fa+Fa,GasA+Gd,WD+Normal,SawyerW+Feedr+Norm,SawyerW+1Fam
343,90,RL,73.0,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,Wall,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,None,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,87500,1040,1040,1040,2.0,6.0,3120,2080.0,3+4,None+None,TA+TA,TA+TA,Wall+Fa,WD+Normal,NAmes+Norm+Norm,NAmes+Duplex
344,120,RL,63.0,8849,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,0,1656,1684,GasA,Ex,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2005.0,RFn,2,564,TA,TA,Y,495,72,0,0,0,0,None,None,None,0,7,2008,WD,Normal,266000,3368,1712,3368,2.0,18.0,30312,6736.0,9+5,Ex+TA,TA+TA,Ex+TA,GasA+Ex,WD+Normal,NridgHt+Norm+Norm,NridgHt+TwnhsE
345,160,RM,36.0,2592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129,BLQ,232,175,536,GasA,TA,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,None,Attchd,1976.0,Unf,1,336,TA,TA,Y,182,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,85000,1648,1473,1648,1.5,7.5,8240,2472.0,5+3,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,MeadowV+Norm+Norm,MeadowV+TwnhsE
346,50,RL,65.0,6435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,972,GasA,Gd,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,1939.0,Unf,1,312,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,140200,2549,1577,2549,1.0,6.0,15294,2549.0,6+5,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,BrkSide+RRAn+Norm,BrkSide+1Fam
347,20,RL,73.0,12772,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498,Unf,0,460,958,GasA,TA,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,1960.0,RFn,1,301,TA,TA,Y,0,0,0,0,0,0,None,None,Gar2,15500,4,2007,WD,Normal,151500,1916,1456,1916,1.0,6.0,11496,1916.0,6+8,TA+TA,TA+TA,TA+Gd,GasA+TA,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
348,20,RL,73.0,17600,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270,Unf,0,208,1478,GasA,Ex,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2,498,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,12,2009,WD,Normal,157500,2956,2748,2956,3.0,18.0,17736,8868.0,6+5,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
349,160,RL,36.0,2448,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573,Unf,0,191,764,GasA,Ex,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,None,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,None,None,None,0,10,2008,WD,Normal,154000,2390,2199,2390,3.5,24.5,16730,8365.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NridgHt+Norm+Norm,NridgHt+Twnhs
350,60,RL,56.0,20431,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,0,438,1848,GasA,Ex,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,2006.0,Fin,3,706,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2006,New,Partial,437154,4576,4138,4576,3.5,31.5,41184,16016.0,9+5,Ex+TA,TA+TA,Ex+TA,GasA+Ex,New+Partial,NridgHt+Norm+Norm,NridgHt+1Fam
351,120,RL,68.0,7820,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1869,1869,GasA,Ex,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,RFn,2,617,TA,TA,Y,210,54,0,0,0,0,None,None,None,0,12,2007,New,Partial,318061,3738,1869,3738,2.0,18.0,33642,7476.0,9+5,Ex+TA,TA+TA,Ex+TA,GasA+Ex,New+Partial,NridgHt+Norm+Norm,NridgHt+TwnhsE
352,120,RL,80.0,5271,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082,Unf,0,371,1453,GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,2,445,TA,TA,Y,0,80,0,0,184,0,None,None,None,0,12,2006,WD,Abnorml,190000,2906,2535,2906,2.5,17.5,20342,7265.0,7+5,Gd+TA,TA+TA,TA+TA,GasA+Gd,WD+Abnorml,ClearCr+Norm+Norm,ClearCr+1Fam
353,50,RL,60.0,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,0,616,GasA,TA,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,None,Detchd,1941.0,Unf,1,200,TA,Fa,Y,48,0,0,0,0,0,None,None,None,0,3,2008,ConLw,Normal,95000,1727,1727,1727,1.5,7.5,8635,2590.5,5+6,TA+Fa,TA+Fa,TA+TA,GasA+TA,ConLw+Normal,Edwards+Artery+Norm,Edwards+1Fam
354,30,RM,60.0,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,2005.0,Unf,2,484,TA,TA,Y,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,105900,1344,720,1344,1.0,6.0,8064,1344.0,6+8,TA+TA,TA+TA,TA+Gd,GasA+Gd,WD+Normal,OldTown+Norm+Norm,OldTown+1Fam
355,50,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,0,552,940,GasA,Ex,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,0,108,0,0,0,None,None,None,0,6,2006,WD,Normal,140000,2535,1983,2535,1.0,6.0,15210,2535.0,6+5,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,SWISU+Norm+Norm,SWISU+1Fam
356,20,RL,105.0,11249,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,GasA,Ex,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1995.0,RFn,2,521,TA,TA,Y,0,26,0,0,0,0,None,None,None,0,8,2007,WD,Normal,177500,2400,2078,2400,3.0,18.0,14400,7200.0,6+5,Gd+Gd,TA+TA,Gd+Gd,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
357,20,RL,65.0,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,0,598,1158,GasA,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1992.0,RFn,2,400,TA,TA,Y,120,26,0,0,0,0,None,None,None,0,7,2009,WD,Normal,173000,2325,1727,2325,3.0,18.0,13950,6975.0,6+6,Gd+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,Gilbert+Norm+Norm,Gilbert+1Fam
358,120,RM,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,0,268,1142,GasA,TA,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2,528,TA,TA,Y,536,90,0,0,0,0,None,MnPrv,None,0,8,2007,WD,Normal,134000,2284,2016,2284,2.5,12.5,11420,5710.0,5+5,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,MeadowV+Norm+Norm,MeadowV+TwnhsE
359,80,RL,92.0,6930,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,GasA,Ex,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,None,BuiltIn,1958.0,Unf,1,288,TA,TA,Y,168,0,294,0,0,0,None,None,None,0,7,2006,WD,Abnorml,130000,2414,1946,2414,1.5,7.5,12070,3621.0,5+4,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Abnorml,ClearCr+Norm+Norm,ClearCr+1Fam
360,60,RL,78.0,12011,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,GasA,Ex,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1998.0,RFn,2,592,TA,TA,Y,208,75,0,0,374,0,None,None,None,0,6,2006,WD,Normal,280000,3010,2880,3010,3.5,28.0,24080,10535.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NoRidge+Norm+Norm,NoRidge+1Fam
361,85,RL,73.0,7540,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,888,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1978.0,RFn,2,470,TA,TA,Y,0,0,0,0,192,0,None,MnPrv,None,0,6,2007,WD,Normal,156000,1800,1685,1800,2.0,12.0,10800,3600.0,6+6,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Mitchel+Norm+Norm,Mitchel+1Fam
362,50,RL,52.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,N,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,145000,2388,1904,2388,2.0,10.0,11940,4776.0,5+5,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,BrkSide+Norm+Norm,BrkSide+1Fam
363,85,RL,64.0,7301,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2,672,TA,TA,Y,0,0,177,0,0,0,None,None,None,0,7,2009,ConLD,Normal,198500,1922,1922,1922,3.0,21.0,13454,5766.0,7+5,None+None,TA+TA,Gd+TA,GasA+Ex,ConLD+Normal,Edwards+Norm+Norm,Edwards+1Fam
364,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,0,321,483,GasA,Gd,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,None,Detchd,1972.0,Unf,1,264,TA,TA,Y,250,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,118000,1470,1149,1470,1.5,9.0,8820,2205.0,6+8,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,BrDale+Norm+Norm,BrDale+Twnhs
365,60,RL,80.0,18800,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712,Unf,0,84,796,GasA,TA,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Fin,2,566,TA,TA,Y,306,111,0,0,0,0,None,None,None,0,7,2006,WD,Normal,190000,2370,2286,2370,3.5,21.0,14220,8295.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,NWAmes+Norm+Norm,NWAmes+1Fam
366,70,RM,59.0,10690,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,0,216,672,GasA,Gd,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1964.0,Unf,1,468,TA,Fa,Y,0,128,218,0,0,0,None,None,None,0,7,2009,WD,Normal,147000,2016,1800,2016,1.0,5.0,10080,2016.0,5+7,TA+Fa,TA+Fa,TA+Gd,GasA+Gd,WD+Normal,IDOTRR+Norm+Norm,IDOTRR+1Fam
367,20,RL,73.0,9500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,0,785,1394,GasA,Gd,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,RFn,2,514,TA,TA,Y,0,76,0,0,185,0,None,None,None,0,7,2009,WD,Normal,159000,2788,2003,2788,2.5,15.0,16728,6970.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
368,80,RL,101.0,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,GasA,Gd,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1,296,TA,TA,Y,64,110,0,0,0,0,None,None,None,0,12,2008,WD,Normal,165000,2530,1802,2530,1.5,9.0,15180,3795.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
369,20,RL,78.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,GasA,Gd,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1,244,TA,TA,Y,0,98,0,0,0,0,None,None,None,0,3,2010,WD,Normal,132000,2536,1808,2536,1.0,5.0,12680,2536.0,5+6,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
370,20,RL,73.0,9830,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72,Rec,258,733,1063,GasA,Ex,Y,SBrkr,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1997.0,Fin,2,576,TA,TA,Y,364,17,0,0,182,0,None,None,None,0,3,2010,WD,Normal,162000,2350,1617,2350,2.0,10.0,11750,4700.0,5+7,TA+TA,TA+TA,TA+Gd,GasA+Ex,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
